"state","race","sex","age","edu","total"
"18","white","female","18-29","4-year college",77546
"18","white","female","18-29","post-grad",14496
"18","white","female","30-39","no hs",21671
"18","white","female","30-39","hs",68822
"18","white","female","30-39","some college",107780
"18","white","female","30-39","4-year college",89729
"18","white","female","30-39","post-grad",39998
"18","white","female","40-49","no hs",20397
"18","white","female","40-49","hs",76046
"18","white","female","40-49","some college",106534
"18","white","female","40-49","4-year college",76143
"18","white","female","40-49","post-grad",40632
"18","white","female","50-59","no hs",26946
"18","white","female","50-59","hs",116400
"18","white","female","50-59","some college",111203
"18","white","female","50-59","4-year college",67407
"18","white","female","50-59","post-grad",33982
"18","white","female","60-69","no hs",26486
"18","white","female","60-69","hs",138526
"18","white","female","60-69","some college",104717
"18","white","female","60-69","4-year college",47852
"18","white","female","60-69","post-grad",37529
"18","white","female","70+","no hs",45253
"18","white","female","70+","hs",176703
"18","white","female","70+","some college",88684
"18","white","female","70+","4-year college",30869
"18","white","female","70+","post-grad",36437
"18","white","male","18-29","no hs",56769
"18","white","male","18-29","hs",157480
"18","white","male","18-29","some college",142527
"18","white","male","18-29","4-year college",61844
"18","white","male","18-29","post-grad",8498
"18","white","male","30-39","no hs",28744
"18","white","male","30-39","hs",101981
"18","white","male","30-39","some college",98407
"18","white","male","30-39","4-year college",74038
"18","white","male","30-39","post-grad",28674
"18","white","male","40-49","no hs",26339
"18","white","male","40-49","hs",102965
"18","white","male","40-49","some college",100411
"18","white","male","40-49","4-year college",64226
"18","white","male","40-49","post-grad",33867
"18","white","male","50-59","no hs",32108
"18","white","male","50-59","hs",134394
"18","white","male","50-59","some college",99409
"18","white","male","50-59","4-year college",63553
"18","white","male","50-59","post-grad",30601
"18","white","male","60-69","no hs",28590
"18","white","male","60-69","hs",132120
"18","white","male","60-69","some college",88752
"18","white","male","60-69","4-year college",52732
"18","white","male","60-69","post-grad",35375
"18","white","male","70+","no hs",30797
"18","white","male","70+","hs",109715
"18","white","male","70+","some college",66776
"18","white","male","70+","4-year college",38144
"18","white","male","70+","post-grad",39044
"18","black","female","18-29","no hs",6284
"18","black","female","18-29","hs",21714
"18","black","female","18-29","some college",20911
"18","black","female","18-29","4-year college",5420
"18","black","female","18-29","post-grad",1748
"18","black","female","30-39","no hs",4850
"18","black","female","30-39","hs",11126
"18","black","female","30-39","some college",17832
"18","black","female","30-39","4-year college",6184
"18","black","female","30-39","post-grad",3242
"18","black","female","40-49","no hs",3841
"18","black","female","40-49","hs",9276
"18","black","female","40-49","some college",14290
"18","black","female","40-49","4-year college",6835
"18","black","female","40-49","post-grad",4788
"18","black","female","50-59","no hs",3730
"18","black","female","50-59","hs",10825
"18","black","female","50-59","some college",14415
"18","black","female","50-59","4-year college",4213
"18","black","female","50-59","post-grad",3370
"18","black","female","60-69","no hs",4428
"18","black","female","60-69","hs",10407
"18","black","female","60-69","some college",11987
"18","black","female","60-69","4-year college",3844
"18","black","female","60-69","post-grad",2374
"18","black","female","70+","no hs",5516
"18","black","female","70+","hs",9458
"18","black","female","70+","some college",6987
"18","black","female","70+","4-year college",1634
"18","black","female","70+","post-grad",2098
"18","black","male","18-29","no hs",11255
"18","black","male","18-29","hs",25399
"18","black","male","18-29","some college",18466
"18","black","male","18-29","4-year college",3875
"18","black","male","18-29","post-grad",614
"18","black","male","30-39","no hs",4773
"18","black","male","30-39","hs",14555
"18","black","male","30-39","some college",12625
"18","black","male","30-39","4-year college",4267
"18","black","male","30-39","post-grad",1391
"18","black","male","40-49","no hs",3254
"18","black","male","40-49","hs",14615
"18","black","male","40-49","some college",10543
"18","black","male","40-49","4-year college",5444
"18","black","male","40-49","post-grad",2953
"18","black","male","50-59","no hs",4633
"18","black","male","50-59","hs",13802
"18","black","male","50-59","some college",9951
"18","black","male","50-59","4-year college",2933
"18","black","male","50-59","post-grad",1812
"18","black","male","60-69","no hs",4846
"18","black","male","60-69","hs",11083
"18","black","male","60-69","some college",7054
"18","black","male","60-69","4-year college",2330
"18","black","male","60-69","post-grad",1318
"18","black","male","70+","no hs",4203
"18","black","male","70+","hs",6496
"18","black","male","70+","some college",3939
"18","black","male","70+","4-year college",1330
"18","black","male","70+","post-grad",891
"18","other","female","18-29","no hs",7122
"18","other","female","18-29","hs",17347
"18","other","female","18-29","some college",22212
"18","other","female","18-29","4-year college",8861
"18","other","female","18-29","post-grad",1716
"18","other","female","30-39","no hs",3409
"18","other","female","30-39","hs",6294
"18","other","female","30-39","some college",10243
"18","other","female","30-39","4-year college",7044
"18","other","female","30-39","post-grad",4910
"18","other","female","40-49","no hs",4256
"18","other","female","40-49","hs",6436
"18","other","female","40-49","some college",9100
"18","other","female","40-49","4-year college",5616
"18","other","female","40-49","post-grad",5139
"18","other","female","50-59","no hs",3000
"18","other","female","50-59","hs",6583
"18","other","female","50-59","some college",7517
"18","other","female","50-59","4-year college",4404
"18","other","female","50-59","post-grad",2730
"18","other","female","60-69","no hs",2521
"18","other","female","60-69","hs",6109
"18","other","female","60-69","some college",5481
"18","other","female","60-69","4-year college",2379
"18","other","female","60-69","post-grad",2015
"18","other","female","70+","no hs",3417
"18","other","female","70+","hs",4449
"18","other","female","70+","some college",3474
"18","other","female","70+","4-year college",1938
"18","other","female","70+","post-grad",1181
"18","other","male","18-29","no hs",9134
"18","other","male","18-29","hs",21982
"18","other","male","18-29","some college",19530
"18","other","male","18-29","4-year college",7148
"18","other","male","18-29","post-grad",1388
"18","other","male","30-39","no hs",4879
"18","other","male","30-39","hs",9652
"18","other","male","30-39","some college",9328
"18","other","male","30-39","4-year college",5380
"18","other","male","30-39","post-grad",3450
"18","other","male","40-49","no hs",3810
"18","other","male","40-49","hs",7350
"18","other","male","40-49","some college",7956
"18","other","male","40-49","4-year college",4613
"18","other","male","40-49","post-grad",3833
"18","other","male","50-59","no hs",3913
"18","other","male","50-59","hs",6891
"18","other","male","50-59","some college",6018
"18","other","male","50-59","4-year college",3937
"18","other","male","50-59","post-grad",3542
"18","other","male","60-69","no hs",2926
"18","other","male","60-69","hs",5439
"18","other","male","60-69","some college",3759
"18","other","male","60-69","4-year college",2136
"18","other","male","60-69","post-grad",2757
"18","other","male","70+","no hs",1878
"18","other","male","70+","hs",3231
"18","other","male","70+","some college",2054
"18","other","male","70+","4-year college",1216
"18","other","male","70+","post-grad",1723
"19","white","female","18-29","no hs",13695
"19","white","female","18-29","hs",46574
"19","white","female","18-29","some college",96833
"19","white","female","18-29","4-year college",43632
"19","white","female","18-29","post-grad",8084
"19","white","female","30-39","no hs",5655
"19","white","female","30-39","hs",27343
"19","white","female","30-39","some college",57820
"19","white","female","30-39","4-year college",48726
"19","white","female","30-39","post-grad",23728
"19","white","female","40-49","no hs",5404
"19","white","female","40-49","hs",26798
"19","white","female","40-49","some college",58435
"19","white","female","40-49","4-year college",40776
"19","white","female","40-49","post-grad",20822
"19","white","female","50-59","no hs",7273
"19","white","female","50-59","hs",45734
"19","white","female","50-59","some college",67468
"19","white","female","50-59","4-year college",36648
"19","white","female","50-59","post-grad",16707
"19","white","female","60-69","no hs",6889
